,name,link,image,ingredients,vector
101,Cheesiest Mac And Cheese,https://www.laurainthekitchen.com/recipes/cheesiest-mac-and-cheese/,http://laurainthekitchen.com/500x300thumbnails/cheesiest-mac-and-cheese.jpg,pasta gruyere cheddar swiss cheese elbow,"[-0.02830588  0.11320905 -0.00723775  0.01696495  0.0344005  -0.21450926
  0.03937991  0.27373752 -0.07888896 -0.06048009 -0.07482704 -0.21166442
  0.02084728  0.03724388  0.03794283 -0.04536934  0.04161951 -0.12601027
 -0.02076553 -0.24642164  0.02555919  0.08805701  0.02295638 -0.0785617
 -0.05780795  0.08203851 -0.11233123 -0.09636028 -0.12436105  0.01641028
  0.10108849 -0.02974618  0.07999629 -0.10328006 -0.07813244  0.17973542
  0.0295156  -0.13150409 -0.07445984 -0.21764821 -0.0164463  -0.15192716
 -0.03291164  0.02261428  0.12510543  0.00058101 -0.08272358 -0.04178589
  0.03628525  0.04314347  0.03094792 -0.08821407 -0.06432185 -0.00505397
 -0.05308361  0.04662022  0.08958822 -0.02057442 -0.13585098  0.04116505
  0.02816012  0.01676616  0.00411286 -0.00042948 -0.1264174   0.10129997
  0.07918724  0.0838339  -0.20317796  0.19725594 -0.07712834  0.02456978
  0.142998   -0.04485159  0.12455888  0.09356809 -0.01139393 -0.01588529
 -0.10338483  0.02997154 -0.11238463 -0.02014868 -0.12711455  0.2097892
 -0.00608183  0.02362865 -0.02465399  0.1562222   0.16487122  0.03629331
  0.15172079  0.13547833  0.01142026  0.05353472  0.18787791  0.11287168
  0.07348958 -0.07338373  0.03884513 -0.02380579]"
102,My fav Fall Salad,https://www.laurainthekitchen.com/recipes/my-fav-fall-salad/,http://laurainthekitchen.com/500x300thumbnails/my-fav-fall-salad.jpg,feta dijon pecan mustard punch pear pomegranate apple honey goat crumbled cheese quinoa cayenne shallot,"[-0.02708019  0.11223078 -0.00672687  0.01404665  0.032258   -0.21712081
  0.04251709  0.27032146 -0.0781751  -0.05942637 -0.07363556 -0.20714639
  0.01957684  0.04499943  0.04067175 -0.04682783  0.03937003 -0.12448525
 -0.01835187 -0.24811639  0.02670628  0.08708557  0.01943232 -0.07760385
 -0.05464941  0.07837765 -0.10626581 -0.09089172 -0.1287188   0.01073505
  0.10491636 -0.02447502  0.07864995 -0.10241383 -0.08203859  0.18115444
  0.03198335 -0.12788098 -0.07498482 -0.22144228 -0.01552294 -0.1462309
 -0.03656805  0.01621981  0.12857088  0.00181324 -0.08383316 -0.0356492
  0.04053103  0.04492389  0.03435237 -0.09126576 -0.06111939 -0.01389866
 -0.05248783  0.0445418   0.09151797 -0.01634229 -0.13515514  0.04298279
  0.02896724  0.01586851  0.00270921  0.00203316 -0.12374067  0.10741272
  0.07803717  0.08053901 -0.20856984  0.19778925 -0.07900424  0.02446011
  0.14179242 -0.0440068   0.125407    0.09313364 -0.00856759 -0.01694842
 -0.10380728  0.03486601 -0.11190774 -0.02246983 -0.12530981  0.21223688
 -0.0052901   0.01958402 -0.02215858  0.1564284   0.16333187  0.0380737
  0.1538052   0.13647158  0.01309901  0.04616817  0.18784007  0.1110604
  0.07907832 -0.07148858  0.03844276 -0.02249762]"
103,Butternut Squash Pasta,https://www.laurainthekitchen.com/recipes/butternut-squash-pasta/,http://laurainthekitchen.com/500x300thumbnails/butternut-squash-pasta.jpg,chicken jack pine prosciutto sage wine nut butternut veggie cheese rigatoni shallot squash,"[-0.0261184   0.11219848 -0.0067061   0.01427534  0.03354465 -0.21761386
  0.04101223  0.27011636 -0.08041082 -0.05799572 -0.07167125 -0.21141873
  0.01684193  0.04453031  0.03980964 -0.04449141  0.03918174 -0.12387037
 -0.02008271 -0.24867435  0.02451242  0.08682577  0.01949796 -0.07662371
 -0.05542716  0.07993177 -0.10450878 -0.09090687 -0.12713179  0.01350104
  0.10919102 -0.02692609  0.07844213 -0.10304198 -0.07932789  0.1823317
  0.03261877 -0.12831151 -0.07137962 -0.21949646 -0.01613772 -0.14992206
 -0.04019814  0.01766207  0.12779064 -0.00197235 -0.08355115 -0.03748373
  0.04038735  0.04274512  0.03017896 -0.08753536 -0.06016515 -0.01238188
 -0.05442996  0.04380982  0.09339932 -0.02230054 -0.1369966   0.04438945
  0.03272155  0.01627667  0.00347409  0.00150539 -0.12449889  0.10640223
  0.08110844  0.08416837 -0.20391238  0.19897273 -0.08010761  0.02258555
  0.14289519 -0.03887347  0.12693846  0.09248304 -0.00944961 -0.01342189
 -0.09839851  0.03005072 -0.10889705 -0.0219947  -0.12467299  0.20799164
 -0.00592204  0.01794484 -0.01983788  0.15488161  0.16892137  0.03590213
  0.15560956  0.13522588  0.01319342  0.04854844  0.18977946  0.11308048
  0.07462513 -0.07151183  0.03813465 -0.0224224 ]"
104,Mocha Brownies,https://www.laurainthekitchen.com/recipes/mocha-brownies/,http://laurainthekitchen.com/500x300thumbnails/mocha-brownies.jpg,vanilla chocolate brewed coffee cocoa,"[-0.02784564  0.111157   -0.00683149  0.01489478  0.02602774 -0.22215132
  0.04172177  0.27647868 -0.08774471 -0.06600441 -0.07614651 -0.2023327
  0.01282373  0.04726107  0.03766722 -0.04775379  0.03878759 -0.12858027
 -0.01981803 -0.25058696  0.02210286  0.08590051  0.02740745 -0.07256358
 -0.04819499  0.07303203 -0.10818783 -0.09130596 -0.1287518   0.01503039
  0.1103695  -0.03014284  0.08451909 -0.10660478 -0.07703716  0.18389338
  0.03031727 -0.12168054 -0.06166397 -0.2211216  -0.01794321 -0.14572076
 -0.04060142  0.01559895  0.12625247 -0.00407555 -0.09173331 -0.03379529
  0.03706835  0.0476115   0.02627005 -0.09331837 -0.06552172 -0.01242301
 -0.0495564   0.04313004  0.09258951 -0.03126192 -0.13873686  0.04687367
  0.02819124  0.01361675  0.00601396 -0.0084975  -0.12887123  0.11248103
  0.08222953  0.08371069 -0.20276496  0.19100012 -0.07376741  0.02627921
  0.14041159 -0.03751141  0.12721199  0.08997358 -0.01275629 -0.01639475
 -0.10134605  0.03673688 -0.09980708 -0.0233227  -0.1171336   0.20242523
 -0.00583774  0.01728231 -0.02438747  0.15321861  0.16507584  0.04278257
  0.15686592  0.1293996   0.01222288  0.05024451  0.19255474  0.11291119
  0.07926235 -0.07761528  0.0419059  -0.02152323]"
105,Ultimate Pumpkin Bread,https://www.laurainthekitchen.com/recipes/ultimate-pumpkin-bread/,http://laurainthekitchen.com/500x300thumbnails/ultimate-pumpkin-bread.jpg,vanilla pumpkin pie cheese soda,"[-0.0245711   0.11049764 -0.00725629  0.01497907  0.03117901 -0.21950595
  0.04199445  0.27062035 -0.07749101 -0.06235173 -0.07304578 -0.2066307
  0.01764212  0.0453007   0.03685553 -0.04764026  0.04241294 -0.12602949
 -0.02048095 -0.2473185   0.02795327  0.08745776  0.02747725 -0.07322676
 -0.04857852  0.07817672 -0.10786773 -0.08827833 -0.12664956  0.01477576
  0.10975263 -0.02445069  0.08029247 -0.10684308 -0.08243319  0.18245284
  0.03261219 -0.1293664  -0.0742744  -0.2200739  -0.01840353 -0.14349483
 -0.03812877  0.00961098  0.12648353  0.0008451  -0.08925812 -0.04012237
  0.04110376  0.04847094  0.02996081 -0.09224004 -0.06547309 -0.01233568
 -0.05045333  0.04327418  0.09032316 -0.02212796 -0.14033352  0.04391477
  0.03032978  0.01418915  0.00389466 -0.001827   -0.12749325  0.10425182
  0.07238881  0.08082721 -0.20369937  0.19828233 -0.07766975  0.0277535
  0.1449132  -0.03981056  0.12755217  0.08659048 -0.00896298 -0.01286163
 -0.10259945  0.03303985 -0.10680655 -0.02194439 -0.12705924  0.21226807
 -0.00842596  0.01440353 -0.01507196  0.1545272   0.16150746  0.03454948
  0.1548578   0.13595887  0.01503119  0.04427203  0.19071063  0.11324304
  0.07615221 -0.07676817  0.03607735 -0.02112019]"
106,Ultimate Loaded Potato Soup,https://www.laurainthekitchen.com/recipes/ultimate-loaded-potato-soup/,http://laurainthekitchen.com/500x300thumbnails/ultimate-loaded-potato-soup.jpg,cheddar cracker chicken potato scallion celery bacon,"[-0.02677003  0.11347531 -0.00601672  0.01516348  0.03471472 -0.21701413
  0.04044659  0.2692099  -0.07817202 -0.05999976 -0.0727188  -0.21174504
  0.02000591  0.04053607  0.03981081 -0.04794985  0.04258071 -0.12624538
 -0.02096741 -0.24663506  0.02588641  0.09145969  0.02293932 -0.07836928
 -0.05230341  0.07684477 -0.10907844 -0.09346431 -0.12493404  0.01254581
  0.10486738 -0.02804624  0.07925706 -0.10380756 -0.08000688  0.18195546
  0.03016423 -0.12663363 -0.07065479 -0.21981883 -0.01664767 -0.14829518
 -0.03716629  0.01620829  0.12714168  0.00191571 -0.08403134 -0.03854241
  0.04115548  0.0438858   0.03276499 -0.08980162 -0.05898756 -0.0121835
 -0.05335376  0.04338139  0.09168496 -0.02081424 -0.13740444  0.04421443
  0.03005975  0.014784    0.00425533  0.00131757 -0.12352286  0.10550421
  0.07589438  0.08176962 -0.20650469  0.19969693 -0.07975484  0.024872
  0.14662595 -0.04195587  0.12573157  0.09164505 -0.00840156 -0.01581462
 -0.10189684  0.03075369 -0.110101   -0.02381796 -0.12379577  0.20609574
 -0.00397297  0.01865841 -0.02196154  0.1533036   0.16796198  0.03816893
  0.15711264  0.13500008  0.01389938  0.04717696  0.1929621   0.11192869
  0.07509883 -0.0678135   0.03464919 -0.02340439]"
107,Leek and chicken Pot Pie,https://www.laurainthekitchen.com/recipes/leek-and-chicken-pot-pie/,http://laurainthekitchen.com/500x300thumbnails/leek-and-chicken-pot-pie.jpg,horizontally chicken thoroughly carrot wine thawed celery leek bacon,"[-0.02643089  0.11326426 -0.0053091   0.01566572  0.03722503 -0.2172777
  0.03877044  0.27441922 -0.07748771 -0.05760431 -0.07146856 -0.20939577
  0.01691298  0.04117215  0.03794884 -0.04542909  0.04174723 -0.12489578
 -0.01843681 -0.24752808  0.02609896  0.08963936  0.0223731  -0.07822134
 -0.04975991  0.07837327 -0.1064114  -0.09296995 -0.12395918  0.01511188
  0.10389473 -0.02866912  0.07784302 -0.10901865 -0.0812042   0.18057518
  0.03077168 -0.12647896 -0.07025467 -0.21913351 -0.0147322  -0.14906672
 -0.03936751  0.0210895   0.12985137  0.00052322 -0.08262651 -0.04208374
  0.03958766  0.04399651  0.03235326 -0.09119016 -0.05732801 -0.01307307
 -0.05792979  0.04330584  0.09101478 -0.01898461 -0.1366187   0.04571298
  0.03326938  0.01673528  0.00754228 -0.00260833 -0.12507452  0.10690836
  0.07687788  0.08053868 -0.20578319  0.19947992 -0.083494    0.02281661
  0.14274898 -0.04328025  0.12512375  0.0921879  -0.00903879 -0.01501578
 -0.10051743  0.03368711 -0.11159467 -0.0232648  -0.1255407   0.20356771
 -0.00451252  0.01720272 -0.02021026  0.15411267  0.16667181  0.03753476
  0.15666027  0.13665184  0.0134389   0.05010678  0.1907535   0.10960772
  0.07618925 -0.06913737  0.03539899 -0.02352346]"
108,Homemade Hamburger Helper,https://www.laurainthekitchen.com/recipes/homemade-hamburger-helper/,http://laurainthekitchen.com/500x300thumbnails/homemade-hamburger-helper.jpg,pasta cheddar tomato shell beef chili cayenne elbow,"[-0.02773829  0.11292309 -0.00780993  0.01330321  0.03662432 -0.21984181
  0.0391412   0.26968646 -0.07861298 -0.05939948 -0.07499929 -0.21125841
  0.01957098  0.04157605  0.03984211 -0.0436877   0.04368604 -0.12407177
 -0.01914148 -0.24735324  0.02951782  0.08803743  0.02322654 -0.07624225
 -0.05271063  0.07841766 -0.11002661 -0.09453744 -0.12377044  0.01563829
  0.10811985 -0.02942716  0.0784244  -0.10483518 -0.07926078  0.18355194
  0.02829049 -0.12868978 -0.07176513 -0.22085604 -0.01872051 -0.15230212
 -0.03886959  0.02225924  0.125487    0.00101213 -0.08424526 -0.04165764
  0.04127545  0.04346948  0.03244046 -0.08620761 -0.05975135 -0.00706945
 -0.05100771  0.04569442  0.09109131 -0.01956503 -0.13964799  0.04548492
  0.03063498  0.01592016  0.00236951  0.00491739 -0.12277563  0.1061528
  0.07955308  0.08010176 -0.20120308  0.1972403  -0.07936019  0.02074215
  0.1425332  -0.04200039  0.1235712   0.09478687 -0.00934219 -0.01358549
 -0.09845421  0.03019754 -0.1121452  -0.02103359 -0.12230925  0.20805994
 -0.00500071  0.02086789 -0.02190015  0.15627964  0.16674739  0.0339173
  0.15866323  0.1330361   0.01476154  0.04908768  0.18772638  0.11245076
  0.07642729 -0.07305828  0.03695622 -0.02217782]"
109,Apple Strudel,https://www.laurainthekitchen.com/recipes/apple-strudel/,http://laurainthekitchen.com/500x300thumbnails/apple-strudel.jpg,vanilla honeycrisp apple cinnamon thawed,"[-0.02704819  0.10879084 -0.00418796  0.01649907  0.0302045  -0.221027
  0.04335307  0.27064243 -0.08106152 -0.06002548 -0.07646454 -0.20596507
  0.01142143  0.04502573  0.03607736 -0.04316551  0.04046338 -0.1232983
 -0.02173327 -0.24876806  0.02242932  0.09404386  0.02559419 -0.08111151
 -0.05299948  0.08290501 -0.11334065 -0.08830471 -0.12607932  0.01156425
  0.1077558  -0.02695354  0.08264305 -0.10427955 -0.08214207  0.17694883
  0.03352325 -0.12841177 -0.07792604 -0.2182824  -0.01441394 -0.14568846
 -0.03902109  0.01558196  0.12799144 -0.00268743 -0.0857829  -0.03530782
  0.03868096  0.05138056  0.02959491 -0.09250449 -0.06140239 -0.00862068
 -0.05122758  0.0407801   0.08887623 -0.0207059  -0.1347636   0.04202066
  0.02724925  0.01603222  0.00914644  0.00137258 -0.12626097  0.1098076
  0.07188094  0.07631555 -0.2030869   0.20146771 -0.08347502  0.02962308
  0.13791043 -0.04491     0.13321447  0.09310187 -0.00732601 -0.01005194
 -0.10093769  0.03712569 -0.10258327 -0.02546007 -0.1254948   0.2119507
 -0.00381956  0.02180005 -0.01992826  0.1524416   0.16066052  0.03912473
  0.15437232  0.13123888  0.01761034  0.04751288  0.19265798  0.11442345
  0.07513511 -0.07085381  0.03955327 -0.02167562]"
110,Cheat Cinnamon Rolls,https://www.laurainthekitchen.com/recipes/cheat-cinnamon-rolls/,http://laurainthekitchen.com/500x300thumbnails/cheat-cinnamon-rolls.jpg,pillsbury vanilla pecan count cinnamon tube glaze,"[-0.02099683  0.11525159  0.00101445  0.01077812  0.03447716 -0.21794991
  0.04204586  0.27975866 -0.08802207 -0.05645798 -0.06290743 -0.20826341
  0.02402505  0.04472038  0.03983085 -0.05480756  0.03880256 -0.12418956
 -0.01573927 -0.24457696  0.02544432  0.0899801   0.02024548 -0.08424523
 -0.04775452  0.08363529 -0.11336314 -0.08229189 -0.1337837   0.01180437
  0.10230564 -0.0291412   0.08558123 -0.0974758  -0.07587323  0.17788921
  0.03563984 -0.12974882 -0.0672553  -0.21233827 -0.01273942 -0.14063282
 -0.03929579  0.0223077   0.13626865 -0.00153133 -0.08951303 -0.03715803
  0.03529954  0.04666253  0.02676085 -0.08541528 -0.05726296 -0.01270239
 -0.06028575  0.04590994  0.09068162 -0.03148202 -0.13328317  0.04574918
  0.03034646  0.01892852  0.00502321 -0.00960839 -0.12485686  0.10529437
  0.08431423  0.09023505 -0.20403257  0.19637394 -0.0780584   0.0209461
  0.14976156 -0.03583572  0.12850116  0.08773651 -0.01114625 -0.00743765
 -0.10356731  0.02539419 -0.10366968 -0.03084989 -0.123503    0.21205088
  0.0013894   0.02473405 -0.01688617  0.14824344  0.17301323  0.04495492
  0.14627528  0.13419403  0.01539804  0.04380587  0.19363928  0.1094059
  0.06246129 -0.07565078  0.03810227 -0.02354663]"
111,Buttery Garlic Shrimp,https://www.laurainthekitchen.com/recipes/buttery-garlic-shrimp/,http://laurainthekitchen.com/500x300thumbnails/buttery-garlic-shrimp.jpg,shrimp shell,"[-0.03053416  0.11433086  0.00101085  0.01038916  0.03840159 -0.22309405
  0.03669021  0.26843885 -0.07735182 -0.05731544 -0.07249698 -0.20325729
  0.02677897  0.04568624  0.04503975 -0.04242863  0.04322321 -0.12649511
 -0.02416629 -0.25220153  0.0308834   0.08182625  0.0229185  -0.07338786
 -0.05749218  0.07273784 -0.10860781 -0.08608553 -0.12458574  0.0127435
  0.11015956 -0.02999596  0.07901941 -0.10243241 -0.08164171  0.18226673
  0.02681983 -0.12643173 -0.07733826 -0.21866143 -0.01978844 -0.1435741
 -0.04402731  0.01921885  0.12113081  0.00417656 -0.08703443 -0.03859609
  0.03803894  0.04639452  0.02770678 -0.08866801 -0.06907842 -0.00843658
 -0.04974943  0.04229246  0.08975922 -0.01404692 -0.14496054  0.04365584
  0.02955988  0.01429694  0.00786517  0.00506284 -0.12537599  0.10020269
  0.08543962  0.07901062 -0.20601763  0.20120735 -0.08433632  0.01897332
  0.13884062 -0.04226355  0.12250778  0.09662857 -0.01086355 -0.01699944
 -0.10665957  0.02441937 -0.10453233 -0.0225156  -0.12274072  0.21601567
 -0.01332982  0.02359862 -0.02010175  0.15299392  0.16634354  0.03250661
  0.16157492  0.12697713  0.00940838  0.05138521  0.18429145  0.11465532
  0.07609671 -0.06959263  0.03518623 -0.02993317]"
112,The Best White Chicken Chili,https://www.laurainthekitchen.com/recipes/the-best-white-chicken-chili/,http://laurainthekitchen.com/500x300thumbnails/the-best-white-chicken-chili.jpg,lime chicken bean northern taco chili kernel corn mild cheese jalapeños fritos,"[-0.02716697  0.11680958 -0.00501754  0.01463993  0.03345139 -0.21644433
  0.03781025  0.2735213  -0.08074053 -0.06306129 -0.07522462 -0.2081932
  0.0214902   0.03896036  0.04163562 -0.04855466  0.04206165 -0.12352184
 -0.01950124 -0.25261244  0.02816218  0.08748521  0.01842961 -0.07508345
 -0.04790568  0.07920761 -0.10957067 -0.09181994 -0.12197211  0.01714847
  0.10393583 -0.02768032  0.07685929 -0.10346358 -0.07709231  0.17959292
  0.02996406 -0.13043669 -0.0753817  -0.21884745 -0.01182592 -0.15101273
 -0.03956823  0.01211664  0.12579955 -0.0037105  -0.08477967 -0.03650494
  0.04230441  0.04944059  0.03631794 -0.08803116 -0.06325091 -0.01037112
 -0.05229069  0.04458645  0.09231941 -0.01869276 -0.13772547  0.04279669
  0.03116503  0.0150161   0.00298526 -0.00354836 -0.12382335  0.10289513
  0.08301669  0.08879182 -0.20765251  0.19866115 -0.07672396  0.02365581
  0.14290991 -0.04221092  0.12211265  0.0937296  -0.00752617 -0.01073498
 -0.10268797  0.03467327 -0.11231018 -0.01926314 -0.12001328  0.2042891
 -0.00774885  0.02003462 -0.01949406  0.15490079  0.16594249  0.03827694
  0.15541181  0.13633215  0.00997452  0.04689397  0.18662871  0.11141643
  0.07863075 -0.07107606  0.03434906 -0.02582797]"
113,Split Pea Soup,https://www.laurainthekitchen.com/recipes/split-pea-soup/,http://laurainthekitchen.com/500x300thumbnails/split-pea-soup.jpg,chicken through carrot ham pea potato celery split bacon steak rained picked,"[-2.31327694e-02  1.13506474e-01 -7.76465191e-03  1.62762254e-02
  3.48563716e-02 -2.19098076e-01  3.72898094e-02  2.74199039e-01
 -7.98687413e-02 -6.00284673e-02 -7.41073191e-02 -2.08724245e-01
  1.84156615e-02  4.30228300e-02  4.09843475e-02 -4.80190888e-02
  3.86801958e-02 -1.24436483e-01 -1.99009608e-02 -2.46053427e-01
  2.71975249e-02  8.76495317e-02  2.43597068e-02 -7.91886821e-02
 -5.14866374e-02  7.54227713e-02 -1.09336384e-01 -9.44650024e-02
 -1.24586158e-01  1.28293466e-02  1.03179552e-01 -2.78376527e-02
  7.63137713e-02 -1.06198929e-01 -7.97964856e-02  1.80175349e-01
  3.12539972e-02 -1.27464980e-01 -7.02104792e-02 -2.18726903e-01
 -1.51337041e-02 -1.50050700e-01 -3.57386544e-02  2.03957893e-02
  1.24029435e-01 -2.50291108e-04 -8.42968673e-02 -4.17852402e-02
  4.30262536e-02  4.55057286e-02  3.29171829e-02 -9.09709856e-02
 -5.93791232e-02 -1.41461790e-02 -5.57242855e-02  4.27222401e-02
  9.20780599e-02 -1.92143694e-02 -1.39309809e-01  4.47622314e-02
  3.41343321e-02  1.40232546e-02  5.52777899e-03 -3.45612003e-04
 -1.24391630e-01  1.08118586e-01  8.10171515e-02  8.08393508e-02
 -2.06478238e-01  1.98705167e-01 -8.01649913e-02  2.15385184e-02
  1.45790428e-01 -4.12123464e-02  1.26274377e-01  9.52644423e-02
 -4.72360849e-03 -1.67164654e-02 -9.98108834e-02  3.25898901e-02
 -1.05232388e-01 -2.06934977e-02 -1.26402542e-01  2.05298260e-01
 -4.92654322e-03  1.63382161e-02 -1.88614931e-02  1.55306682e-01
  1.64632335e-01  3.81614417e-02  1.55694306e-01  1.35047719e-01
  9.56290402e-03  4.45949249e-02  1.92195877e-01  1.09846793e-01
  7.41786137e-02 -7.14246109e-02  3.58396061e-02 -2.34579965e-02]"
114,Best Chocolate Chip Muffins,https://www.laurainthekitchen.com/recipes/best-chocolate-chip-muffins/,http://laurainthekitchen.com/500x300thumbnails/best-chocolate-chip-muffins.jpg,chip vanilla chocolate baker soda,"[-0.0290501   0.10473292 -0.00498181  0.01156358  0.0263173  -0.21784689
  0.0396573   0.27315706 -0.07968353 -0.06075582 -0.0723538  -0.2101317
  0.01574921  0.04278562  0.03431898 -0.05531195  0.03757867 -0.12118721
 -0.02160055 -0.24925876  0.02130938  0.08645382  0.02219255 -0.06916934
 -0.05481048  0.07573631 -0.10549592 -0.08709113 -0.12761933  0.01508134
  0.10768013 -0.02334559  0.0828082  -0.10748972 -0.08208066  0.17606899
  0.03411695 -0.12990102 -0.07314995 -0.21986191 -0.01757151 -0.15018977
 -0.0423722   0.0084198   0.12152068  0.00244084 -0.08327018 -0.04004171
  0.0406847   0.04600265  0.03316228 -0.09175675 -0.06072816 -0.01052321
 -0.0519052   0.04595084  0.09423553 -0.0235156  -0.14096075  0.04563358
  0.02716739  0.0146631   0.00773888 -0.00094138 -0.12506966  0.10982189
  0.07368167  0.07712554 -0.20992054  0.1976731  -0.07606991  0.03302869
  0.14627434 -0.04237843  0.12355765  0.08895589 -0.00467321 -0.01808341
 -0.09986237  0.033799   -0.10030167 -0.02457202 -0.1252769   0.21155225
 -0.0081406   0.0126728  -0.01460813  0.15411465  0.16462664  0.04171488
  0.15864047  0.13128133  0.01659696  0.04170825  0.19531885  0.10897071
  0.07892503 -0.07654317  0.0408379  -0.02105747]"
115,French Onion Chicken,https://www.laurainthekitchen.com/recipes/french-onion-chicken/,http://laurainthekitchen.com/500x300thumbnails/french-onion-chicken.jpg,gruyere chicken wine evenly beef cheese,"[-0.02759814  0.11694574 -0.00967562  0.01259698  0.0320826  -0.21698318
  0.03957377  0.27097648 -0.07804353 -0.06124381 -0.0774965  -0.20354985
  0.0186585   0.04216224  0.04180783 -0.04648004  0.04251632 -0.12023921
 -0.01884656 -0.24857955  0.0259402   0.08561841  0.02313693 -0.0759413
 -0.0544786   0.07538032 -0.11148089 -0.09272783 -0.12500861  0.01499539
  0.10766498 -0.02471774  0.07777386 -0.1063072  -0.07640204  0.18060914
  0.02874986 -0.12929673 -0.07642553 -0.21727568 -0.01268745 -0.15307271
 -0.0353987   0.02020353  0.12556194 -0.00191878 -0.08140054 -0.03661358
  0.0414109   0.04461141  0.02878432 -0.09026692 -0.06226509 -0.00946064
 -0.05305999  0.04586178  0.09305222 -0.02384061 -0.13763785  0.04332685
  0.03544324  0.01597971  0.00848739  0.00154929 -0.12581234  0.10115863
  0.08336211  0.08224595 -0.20857295  0.20111118 -0.07699808  0.02519201
  0.14053643 -0.03866643  0.12396981  0.09825993 -0.01069367 -0.0123339
 -0.09897077  0.0290961  -0.10733126 -0.02043078 -0.12336837  0.21198343
 -0.00570925  0.02123563 -0.02052212  0.15580542  0.1670445   0.03789219
  0.15560275  0.13344528  0.0119843   0.05171613  0.18923806  0.1120268
  0.07518275 -0.07075886  0.0377407  -0.02210467]"
116,Ultimate Tomato Bisque,https://www.laurainthekitchen.com/recipes/ultimate-tomato-bisque/,http://laurainthekitchen.com/500x300thumbnails/ultimate-tomato-bisque.jpg,tomato chicken baguette potato celery veggie,"[-0.02718393  0.11287405 -0.00704111  0.01639271  0.03498653 -0.21909074
  0.04133603  0.27073783 -0.07717946 -0.05935951 -0.07020304 -0.21160853
  0.01852082  0.0400954   0.0424265  -0.04410585  0.04063935 -0.12536065
 -0.02064661 -0.24925143  0.02480705  0.0864857   0.01850663 -0.0796641
 -0.0520489   0.07763656 -0.10922768 -0.09271143 -0.12348448  0.01269441
  0.11082721 -0.0275689   0.07593407 -0.10310789 -0.08256719  0.18137701
  0.03342425 -0.12702055 -0.07168476 -0.2170117  -0.01770933 -0.15007074
 -0.03942038  0.01754325  0.1266076  -0.00183586 -0.08263043 -0.03556364
  0.04067831  0.0471791   0.03031811 -0.08678234 -0.05728149 -0.01547803
 -0.05559267  0.0453029   0.09554779 -0.01846408 -0.13596319  0.04509479
  0.02803039  0.01759021  0.00654489  0.00296399 -0.12832779  0.10694523
  0.08004454  0.08343191 -0.20468764  0.19970633 -0.07905908  0.02177694
  0.14668307 -0.03751174  0.12067343  0.09068087 -0.0062571  -0.01884562
 -0.10025169  0.02906974 -0.108377   -0.02192358 -0.12732923  0.20492323
 -0.00387106  0.02024663 -0.01615939  0.1507926   0.16547993  0.03343783
  0.15610287  0.1363797   0.01236447  0.04677328  0.19256975  0.11676879
  0.07681849 -0.07141138  0.03737536 -0.02368848]"
117,Pull Apart Pepperoni Bread,https://www.laurainthekitchen.com/recipes/pull-apart-pepperoni-bread/,http://laurainthekitchen.com/500x300thumbnails/pull-apart-pepperoni-bread.jpg,loaf mozzarella crusty bread sourdough peperoni,"[-0.01991904  0.11415909 -0.00738801  0.0203103   0.04002747 -0.22226173
  0.03415336  0.26922274 -0.07707788 -0.05783103 -0.07815468 -0.21199077
  0.01417914  0.04356013  0.03434531 -0.05293939  0.03231606 -0.13008118
 -0.02281149 -0.2449518   0.02324423  0.0895467   0.01748456 -0.07630188
 -0.05413084  0.07539079 -0.10250289 -0.09184134 -0.12454186  0.01524692
  0.10869183 -0.03554926  0.07823061 -0.10361562 -0.07646747  0.18054244
  0.0316538  -0.13214454 -0.07002073 -0.22104532 -0.01429245 -0.14857934
 -0.03343629  0.02214195  0.1246943   0.00282803 -0.08473247 -0.04422493
  0.04186353  0.04779772  0.03032027 -0.08828884 -0.05905814 -0.00962757
 -0.05989594  0.0447392   0.093048   -0.01880444 -0.13608558  0.04614572
  0.03215826  0.01860985  0.00412392 -0.00293344 -0.12004848  0.09968132
  0.0742987   0.08872464 -0.20367816  0.20350073 -0.07599281  0.02881552
  0.1438138  -0.04023622  0.13103995  0.09479794 -0.0110804  -0.00943784
 -0.0994679   0.03384468 -0.11047329 -0.02232491 -0.12950175  0.2051202
 -0.00741068  0.02005582 -0.01891328  0.15036124  0.16585274  0.03824767
  0.1546559   0.13798201  0.01273712  0.05093916  0.19049574  0.10781702
  0.07394497 -0.06827751  0.03532086 -0.02224397]"
